episode,intrinsic_contribution,td_abs_mean,learn_calls,gate_advance,gate_neutral,gate_proxy,allowed_intrinsic,suppressed_intrinsic
1,0.0,0.5488900043394255,276,0,276,0,0.0,115.59964192316276
2,0.0,0.4658855152707817,276,0,276,0,0.0,93.52329732660041
3,0.49787126867784925,0.4714430814770901,276,1,275,0,0.49787126867784925,90.56453954164598
4,1.4911275158089996,0.39515167758192704,276,3,273,0,1.4911275158089996,95.7652980180601
5,0.8900588362783856,0.2603074452245905,276,2,274,0,0.8900588362783856,75.53275188782226
6,0.0,0.2549634544664751,276,0,276,0,0.0,88.19135046531547
7,0.6777369936414634,0.23733425873291233,276,2,274,0,0.6777369936414634,71.453777275454
8,0.3474956484252521,0.14214720885417814,276,1,275,0,0.3474956484252521,80.41276313699785
9,0.723870183841093,0.10761453544356576,276,2,274,0,0.723870183841093,98.27881157106548
10,1.3197394145559334,0.09868763698993818,276,3,273,0,1.3197394145559334,59.684130685357104
11,0.0,0.09000310343622729,276,0,276,0,0.0,78.71323279018223
12,0.5820178639201649,0.03739554270346095,276,2,274,0,0.5820178639201649,84.627293297079
13,0.38147579984436203,0.034019676873973316,276,1,275,0,0.38147579984436203,61.08592709623149
14,0.383891672164006,0.030450643553142098,276,2,274,0,0.383891672164006,38.41161912059059
15,0.2977323121039995,0.02788154078323556,276,2,274,0,0.2977323121039995,43.187700602339234
16,0.16483676470323277,0.02126326150112394,276,2,274,0,0.16483676470323277,49.27304084402452
17,0.17864152601885525,0.020414375531338694,276,2,274,0,0.17864152601885525,43.413433429067155
18,0.19936846966827923,0.019152031404951562,276,2,274,0,0.19936846966827923,32.51138562817535
19,0.15795470634489234,0.018036244290313967,276,2,274,0,0.15795470634489234,29.91067793047268
20,0.14937500885985294,0.016812546927805826,276,2,274,0,0.14937500885985294,35.52229114991228
21,0.16448049626686273,0.015617791662816013,276,2,274,0,0.16448049626686273,25.65237417854006
22,0.12338972439759824,0.0164471933486588,276,2,274,0,0.12338972439759824,18.351358035982035
23,0.1212053021281789,0.017832441402234785,276,1,275,0,0.1212053021281789,15.637413664637181
24,0.033714017749475446,0.01672362474947358,276,1,275,0,0.033714017749475446,8.356356660522211
25,0.027638130779985982,0.016147965168836865,276,1,275,0,0.027638130779985982,7.524976527233062
26,0.026450187095995864,0.01816110596553409,276,1,275,0,0.026450187095995864,12.56537441207815
27,0.0891103994023272,0.021099865416307814,276,2,274,0,0.0891103994023272,16.821876777192227
28,0.04864831174981241,0.018877669888805005,276,1,275,0,0.04864831174981241,10.19454583928379
29,0.11328959863495221,0.02091882057973872,276,2,274,0,0.11328959863495221,8.410855575062163
30,0.10457618451626557,0.024819317169190534,276,2,274,0,0.10457618451626557,20.199400159222154
31,0.09942477743194761,0.022454623527743894,276,2,274,0,0.09942477743194761,20.65668525550885
32,0.10406249121027124,0.021646654547151666,276,2,274,0,0.10406249121027124,14.510837306946112
33,0.10736310107869323,0.017709309248712616,276,2,274,0,0.10736310107869323,13.874644793891088
34,0.05432032736477904,0.012969042937122826,276,1,275,0,0.05432032736477904,10.95414887916902
35,0.057214140202112844,0.012418288087971725,276,1,275,0,0.057214140202112844,10.260294312004083
36,0.06006649212257885,0.012437268825031924,276,1,275,0,0.06006649212257885,8.288333060540548
37,0.46690305772621155,0.013094903344450437,276,2,274,0,0.46690305772621155,52.836354195487715
38,0.054251233384168124,0.012307541927430724,276,1,275,0,0.054251233384168124,7.600684674616759
39,0.057166467639957974,0.011050760192607624,276,1,275,0,0.057166467639957974,7.770913095831571
40,0.1084720840777108,0.011353382974039709,276,2,274,0,0.1084720840777108,12.704392244317521
41,0.10811991904399865,0.011447095474147278,276,2,274,0,0.10811991904399865,12.153826174794563
42,0.10529176384147404,0.011527140197965005,276,2,274,0,0.10529176384147404,15.775235934054523
43,0.05842446287107478,0.01122620604439652,276,1,275,0,0.05842446287107478,11.857780704048487
44,0.060201336937372646,0.010490084785725112,276,1,275,0,0.060201336937372646,8.416443573631945
45,0.09889584089564783,0.00972611543999148,276,2,274,0,0.09889584089564783,42.997867605552806
46,0.0496521975187298,0.009579054344836892,276,1,275,0,0.0496521975187298,8.868208549464924
47,0.24737536496349463,0.010051291395464668,276,2,274,0,0.24737536496349463,11.599432517392819
48,0.245866391254311,0.01164837296296289,276,2,274,0,0.245866391254311,18.720872493342384
49,0.21157741552383963,0.010726886765990892,276,2,274,0,0.21157741552383963,14.20905565827787
50,0.0519970231516336,0.01135540179118676,276,1,275,0,0.0519970231516336,34.276299159539434
51,0.05407866889994104,0.011989551515358946,276,1,275,0,0.05407866889994104,10.163366243722233
52,0.05592041820364712,0.01042165935538925,276,1,275,0,0.05592041820364712,11.482166021162401
53,0.20821210028212148,0.010714372800514642,276,2,274,0,0.20821210028212148,22.77392549113684
54,0.1949925700900625,0.010026912263972496,276,2,274,0,0.1949925700900625,17.201358518206007
55,0.050558914906125935,0.010333322472802864,276,1,275,0,0.050558914906125935,8.628071789459657
56,0.20236965170845028,0.009965939776283567,276,2,274,0,0.20236965170845028,20.209775937745896
57,0.053585482302817844,0.008997909409209979,276,1,275,0,0.053585482302817844,7.815190072637707
58,0.1559985751329528,0.010329458622963748,276,2,274,0,0.1559985751329528,10.903993393376764
59,0.13672836670686123,0.010828658374890254,276,2,274,0,0.13672836670686123,11.196352967780575
60,0.14691256650768392,0.010187955952816359,276,2,274,0,0.14691256650768392,12.298481119359387
61,0.1579664060949918,0.009908666905096692,276,2,274,0,0.1579664060949918,12.02335425246574
62,0.12024123766704686,0.010274523030629085,276,1,275,0,0.12024123766704686,24.810200471806027
63,0.16449923331152283,0.011889840455968742,276,2,274,0,0.16449923331152283,12.344948958379678
64,0.12891159557446222,0.011030477805711005,276,1,275,0,0.12891159557446222,12.820939042460736
65,0.13171105279094927,0.011420212407677394,276,1,275,0,0.13171105279094927,11.598897486952355
66,0.133598884695887,0.012815474323334469,276,1,275,0,0.133598884695887,12.503782297629325
67,0.13474329787571024,0.01239111755495432,276,1,275,0,0.13474329787571024,11.797736980596332
