episode,intrinsic_contribution,td_abs_mean,learn_calls,gate_advance,gate_neutral,gate_proxy,allowed_intrinsic,suppressed_intrinsic,proxy_penalty_total,proxy_penalty_count
1,2.99247016040487,0.480090829256539,107,6,101,0,2.99247016040487,40.78099270959463,0.0,0
2,2.96254130419234,0.24659647105388272,103,6,97,0,2.96254130419234,33.03764529081629,0.0,0
3,2.9131023960603977,0.2975049673890074,96,6,90,0,2.9131023960603977,31.254047862274025,0.0,0
4,2.855707197814912,0.27102824492324695,202,6,196,0,2.855707197814912,34.44261877868598,0.0,0
5,2.790557170616063,0.27095719361768184,103,6,97,0,2.790557170616063,26.77754091653097,0.0,0
6,2.7233652029932074,0.3474804117259654,88,6,82,0,2.7233652029932074,25.155024702096902,0.0,0
7,2.654834829784675,0.2508630569279194,100,6,94,0,2.654834829784675,24.694738422667033,0.0,0
8,2.5883508256665437,0.24119229750199753,88,6,82,0,2.5883508256665437,23.39855197660578,0.0,0
9,2.523117262259211,0.21801418586842064,103,6,97,0,2.523117262259211,23.635151759667846,0.0,0
10,2.4613739461974955,0.5399239857991537,99,6,93,0,2.4613739461974955,21.931031406354542,0.0,0
11,2.401752680299701,0.28655418310908304,276,6,270,0,2.401752680299701,27.40480815761954,0.0,0
12,2.345893170873041,0.24000852351838892,99,6,93,0,2.345893170873041,20.451954117656502,0.0,0
13,2.291672113726305,0.22641838569390146,95,6,89,0,2.291672113726305,20.6070277469633,0.0,0
14,2.240608072167653,0.23747841327213773,102,6,96,0,2.240608072167653,19.715759442565975,0.0,0
15,2.1930493251411085,0.20226257515774257,276,6,270,0,2.1930493251411085,24.149618407187752,0.0,0
16,2.148605106368994,0.4124991948297922,276,6,270,0,2.148605106368994,23.301753010064523,0.0,0
17,1.757198940783161,0.21315505239518656,276,5,271,0,1.757198940783161,36.791161433561946,0.0,0
18,2.071631864037443,0.17163265615269757,276,6,270,0,2.071631864037443,33.56975104379399,0.0,0
19,2.032408194921696,0.16968607515096665,100,6,94,0,2.032408194921696,17.471203278680814,0.0,0
20,1.9948802305044429,0.40239639183425385,276,6,270,0,1.9948802305044429,23.942264397049843,0.0,0
21,1.9587423655419793,0.32244064902004443,95,6,89,0,1.9587423655419793,19.965068492177185,0.0,0
22,1.9363969896419264,0.25854240363274794,276,6,270,0,1.9363969896419264,21.67909427643628,0.0,0
23,1.903075721648352,0.22387000227320022,276,6,270,0,1.903075721648352,21.362334653210997,0.0,0
24,1.8709765483374852,0.2302372553777472,107,6,101,0,1.8709765483374852,17.189657600627736,0.0,0
25,1.8406570460438219,0.35825482901671657,276,6,270,0,1.8406570460438219,63.77118366329507,0.0,0
26,1.6587265695164763,0.2600894471740021,136,6,130,0,1.6587265695164763,16.79059219706848,0.0,0
27,1.1737626786402036,0.25355759414209833,276,4,272,0,1.1737626786402036,18.214904958405143,0.0,0
28,1.61957846334729,0.19336779731447282,276,6,270,0,1.61957846334729,19.480583961018223,0.0,0
29,1.6009540089453567,0.3158556177024392,276,6,270,0,1.6009540089453567,19.1506704193685,0.0,0
30,1.1240678625677814,0.23844503973057304,276,4,272,0,1.1240678625677814,13.541539790698367,0.0,0
31,1.568601421507168,0.17731430148235475,99,6,93,0,1.568601421507168,13.811824664447263,0.0,0
32,1.5534736259430644,0.17641780923292474,103,6,97,0,1.5534736259430644,14.084207176188034,0.0,0
33,1.0816475562011414,0.1651209343386733,276,4,272,0,1.0816475562011414,12.361015758928206,0.0,0
34,1.52606673905099,0.15783331660079022,102,6,96,0,1.52606673905099,13.482472966773921,0.0,0
35,1.5127861633333541,0.3985826130775572,103,6,97,0,1.5127861633333541,13.548401485173121,0.0,0
36,1.4997917288058953,0.3125244943719161,95,6,89,0,1.4997917288058953,16.393564820145365,0.0,0
37,1.49859363499765,0.21713950522783873,276,6,270,0,1.49859363499765,17.645056177967373,0.0,0
38,1.4841257307389912,0.16422627348648874,95,6,89,0,1.4841257307389912,15.86079413965149,0.0,0
39,1.4822701104851268,0.16492051656611942,88,6,82,0,1.4822701104851268,12.20536438824608,0.0,0
40,1.466902809164313,0.1606770966089133,99,6,93,0,1.466902809164313,12.331288420347914,0.0,0
41,1.4515896478266086,0.18671188363130542,276,6,270,0,1.4515896478266086,16.797551769455104,0.0,0
42,1.436222124176865,0.3260650930089363,276,6,270,0,1.436222124176865,17.30977964208544,0.0,0
43,1.4204397879392094,0.19501670744216096,276,6,270,0,1.4204397879392094,16.616088996010948,0.0,0
44,1.404669368133034,0.15863572498378548,276,6,270,0,1.404669368133034,17.00770507397021,0.0,0
45,1.38872836116114,0.13922272494646035,99,6,93,0,1.38872836116114,11.625123398715525,0.0,0
46,1.3724363764346845,0.2511653513500565,95,6,89,0,1.3724363764346845,14.742348632422944,0.0,0
47,1.3679119715910393,0.32031068817565317,95,6,89,0,1.3679119715910393,14.427583931742323,0.0,0
48,1.3624944776755148,0.21927206449716993,103,6,97,0,1.3624944776755148,11.894724487433475,0.0,0
49,1.1041516124641204,0.19804754896440369,276,5,271,0,1.1041516124641204,48.26479716512528,0.0,0
50,1.3332347894909633,0.18008394807577133,100,6,94,0,1.3332347894909633,11.52548494674235,0.0,0
51,1.3148581752632293,0.16863786647825138,276,6,270,0,1.3148581752632293,15.766240544897718,0.0,0
52,1.2969748808264097,0.23669159069549348,276,6,270,0,1.2969748808264097,15.70030519090379,0.0,0
53,1.2793631584558838,0.19313257584429305,276,6,270,0,1.2793631584558838,16.60799624293619,0.0,0
54,1.2621917965398979,0.1638219230269131,95,6,89,0,1.2621917965398979,13.508342841559056,0.0,0
55,1.2578209804499927,0.168241581117565,88,6,82,0,1.2578209804499927,10.594848020489069,0.0,0
56,1.2406139820216586,0.15105560888475347,107,6,101,0,1.2406139820216586,12.010698890724969,0.0,0
57,1.2241160176554196,0.1678941619137059,276,6,270,0,1.2241160176554196,15.433189542688526,0.0,0
58,1.2083698293626386,0.33043804376696545,96,6,90,0,1.2083698293626386,13.298308507621766,0.0,0
59,1.2052165121049678,0.2444873084516629,276,6,270,0,1.2052165121049678,15.638789331062029,0.0,0
60,1.189403981090901,0.20647925342999252,102,6,96,0,1.189403981090901,10.671904805182988,0.0,0
61,1.1743963747068922,0.18406317014443246,95,6,89,0,1.1743963747068922,12.763331604339513,0.0,0
62,1.1723949145601795,0.1823924644426866,88,6,82,0,1.1723949145601795,10.199319584474663,0.0,0
63,1.1576839251759703,0.17688679009337316,88,6,82,0,1.1576839251759703,10.144414129326037,0.0,0
64,1.1439523186768494,0.18369903185985226,276,6,270,0,1.1439523186768494,14.863008050070844,0.0,0
65,1.1309861789266435,0.2682873194200405,276,6,270,0,1.1309861789266435,14.93255846124623,0.0,0
66,1.1187219915818898,0.2182994252745656,276,6,270,0,1.1187219915818898,26.063301188064326,0.0,0
67,1.1071003211821275,0.19324922502040864,100,6,94,0,1.1071003211821275,10.404907242240458,0.0,0
68,1.096097954818751,0.17512353148899582,95,6,89,0,1.096097954818751,12.360684549006047,0.0,0
69,1.096434239153302,0.19243449874330257,276,6,270,0,1.096434239153302,16.159206454460495,0.0,0
70,1.0855296916597819,0.2659674431534781,276,6,270,0,1.0855296916597819,15.377560620465712,0.0,0
71,1.075193768488959,0.18661056733825832,103,6,97,0,1.075193768488959,10.484712828133478,0.0,0
72,1.0654659655789114,0.15925382698575655,276,6,270,0,1.0654659655789114,14.449031613845962,0.0,0
73,1.056191923606485,0.15046436266730662,276,6,270,0,1.056191923606485,25.58768825824827,0.0,0
74,1.0473191313998027,0.26876182117215963,276,6,270,0,1.0473191313998027,15.09418825337513,0.0,0
75,1.0388218909699098,0.19526151354438154,276,6,270,0,1.0388218909699098,15.512991727184508,0.0,0
76,1.0309567848503394,0.15211184434244565,107,6,101,0,1.0309567848503394,11.142507947428895,0.0,0
77,1.0233459463813126,0.14305193930864335,100,6,94,0,1.0233459463813126,9.984534324875014,0.0,0
78,1.0160624526889206,0.14810151539311028,276,6,270,0,1.0160624526889206,14.247602649628725,0.0,0
79,1.0093667993905455,0.24837533638313197,276,6,270,0,1.0093667993905455,15.754197273763513,0.0,0
80,1.0027972612232583,0.15033878650570262,276,6,270,0,1.0027972612232583,14.33453578137067,0.0,0
81,0.8834474637643659,0.15895965303955734,276,5,271,0,0.8834474637643659,23.791151391461714,0.0,0
82,0.9909140791925991,0.21055721661642843,276,6,270,0,0.9909140791925991,13.597956553450874,0.0,0
83,0.9849434171046538,0.26456603763300346,109,6,103,0,0.9849434171046538,10.398079955918393,0.0,0
84,0.9791485015085628,0.18623146687404832,276,6,270,0,0.9791485015085628,13.459720084578782,0.0,0
85,0.9735154815507014,0.14795301019242316,99,6,93,0,0.9735154815507014,8.88350767736566,0.0,0
86,0.9679962226441419,0.1283439757923285,102,6,96,0,0.9679962226441419,9.001582199012825,0.0,0
87,0.9628361694422526,0.1327491938283569,95,6,89,0,0.9628361694422526,11.204066486404496,0.0,0
88,0.965840608906545,0.13367145778793915,102,6,96,0,0.965840608906545,8.92664657826752,0.0,0
89,0.9602100496932799,0.16706756279568805,107,6,101,0,0.9602100496932799,9.822452735975173,0.0,0
90,0.9549342821667323,0.28711844452967245,96,6,90,0,0.9549342821667323,11.116523892392083,0.0,0
91,0.9585519758357868,0.25138987863765044,102,6,96,0,0.9585519758357868,8.83462052801219,0.0,0
92,0.7969292940728392,0.189740840551312,163,5,158,0,0.7969292940728392,33.80946008254611,0.0,0
93,0.9481011679159632,0.16754833465792995,276,6,270,0,0.9481011679159632,23.95263740014921,0.0,0
94,0.9397393687791173,0.1365924979681554,276,6,270,0,0.9397393687791173,12.949805199707454,0.0,0
95,0.9324282977572133,0.19830555080746612,96,6,90,0,0.9324282977572133,10.68501073072105,0.0,0
96,0.9351991845762364,0.23279860119024912,276,6,270,0,0.9351991845762364,14.21224507719706,0.0,0
97,0.930623304607288,0.18070436195999967,102,6,96,0,0.930623304607288,8.725998093499188,0.0,0
98,0.9242643152891787,0.16325041786700056,276,6,270,0,0.9242643152891787,13.366209422544857,0.0,0
99,0.9183556752293829,0.16853553895811432,103,6,97,0,0.9183556752293829,8.89651829384069,0.0,0
100,0.6654175563381721,0.18421288698479749,276,4,272,0,0.6654175563381721,12.989003678199575,0.0,0
101,0.9106826224057513,0.22866105498827022,276,6,270,0,0.9106826224057513,13.227078643081635,0.0,0
102,0.905897127893099,0.19989919122950783,116,6,110,0,0.905897127893099,11.048616691803291,0.0,0
103,0.9013184692558256,0.16893166684630243,88,6,82,0,0.9013184692558256,8.008108276080478,0.0,0
104,0.8968907367786273,0.17090951081584482,102,6,96,0,0.8968907367786273,8.449735736269446,0.0,0
105,0.8926885652270397,0.1803202356162824,95,6,89,0,0.8926885652270397,10.124075101762497,0.0,0
106,0.8968924442062091,0.175371904592765,95,6,89,0,0.8968924442062091,10.004601773746197,0.0,0
107,0.9013423500444815,0.16114785381053623,95,6,89,0,0.9013423500444815,9.89556587991773,0.0,0
108,-25.45604912168348,0.22323697702824205,276,5,239,32,0.7544551823197653,39.67514523871703,26.210504304003248,32
109,0.9040034960596556,0.1870795862438778,96,6,90,0,0.9040034960596556,9.860014446382655,0.0,0
110,0.9088558343339899,0.17561625614762305,100,6,94,0,0.9088558343339899,8.290015250173122,0.0,0
111,0.9013514635380947,0.1655521884938513,276,6,270,0,0.9013514635380947,13.040562979201518,0.0,0
112,0.8944390526676501,0.14242987488598927,276,6,270,0,0.8944390526676501,13.390284962635208,0.0,0
113,0.7918363458341576,0.22848491427367149,276,5,271,0,0.7918363458341576,28.766627085122416,0.0,0
114,0.8825585591285018,0.19650999915720235,99,6,93,0,0.8825585591285018,8.108898659461223,0.0,0
115,0.8770237597804558,0.22390892692640715,102,6,96,0,0.8770237597804558,8.423017136583734,0.0,0
